,Unnamed: 0,$distance,address,address_extended,category_ids,category_labels,country,email,factual_id,fax,hours,hours_display,latitude,locality,longitude,name,neighborhood,po_box,postcode,region,tel,website,date,userParams,searchparams
46,46,2948.2292,3000 S Ashland Ave,Ste 300,[171],"[[Retail, Supermarkets and Groceries]]",us,rmarin@bannerwholesale.com,269562a5-5836-4666-a181-cb1cd8cb6357,(305) 549-6177,"{u'monday': [[u'5:00', u'15:30']], u'tuesday': [[u'5:00', u'15:30']], u'friday': [[u'5:00', u'15:30']], u'wednesday': [[u'5:00', u'15:30']], u'thursday': [[u'5:00', u'15:30']], u'saturday': [[u'6:00', u'23:00']]}",Mon-Fri 5:00 AM-3:30 PM; Sat 6:00 AM-11:00 PM,41.838243,Chicago,-87.665914,Banner Wholesale Grocers,,,60608,IL,(312) 421-2650,http://www.bannerwholesale.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
47,47,3042.1262,4300 S Archer Ave,,[126],"[[Retail, Arts and Crafts]]",us,,3d91a31a-cbbd-4940-8306-073445cdcb05,(830) 964-4436,"{u'monday': [[u'10:00', u'20:00']], u'tuesday': [[u'10:00', u'20:00']], u'friday': [[u'10:00', u'17:00']], u'wednesday': [[u'10:00', u'20:00']], u'thursday': [[u'10:00', u'20:00']], u'saturday': [[u'10:00', u'17:00']]}",Mon-Thu 10:00 AM-8:00 PM; Fri-Sat 10:00 AM-5:00 PM,41.815335,Chicago,-87.702614,Crafts By Claudia,"[South West Side, Corwith]",,60632,IL,(773) 247-4387,,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
48,48,4731.976,1100 W Cermak Rd,Ste B302,[139],"[[Retail, Costumes]]",us,schramm@broadwaycostumes.com,6e23acc3-308e-41d8-8138-c4d726ef0be9,,"{u'monday': [[u'00:00', u'23:59']], u'tuesday': [[u'00:00', u'23:59']], u'friday': [[u'00:00', u'23:59']], u'wednesday': [[u'00:00', u'23:59']], u'thursday': [[u'00:00', u'23:59']], u'sunday': [[u'00:00', u'23:59']], u'saturday': [[u'00:00', u'23:59']]}",Open Daily 12:00 AM-11:59 PM,41.853218,Chicago,-87.653514,Broadway Costumes,"[Lower West Side, Pilsen, West and Near West Side]",,60608,IL,(312) 829-6400,http://www.broadwaycostumes.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
49,49,3117.7537,2323 W 59th St,,[137],"[[Retail, Construction Supplies]]",us,customerservice@langexterior.com,3508304e-1e8a-4b28-8818-579a7a28e9cf,(773) 737-1411,"{u'monday': [[u'7:00', u'15:30']], u'tuesday': [[u'7:00', u'15:30']], u'friday': [[u'7:00', u'15:30']], u'wednesday': [[u'7:00', u'15:30']], u'thursday': [[u'7:00', u'15:30']], u'saturday': [[u'7:00', u'13:00']]}",Mon-Fri 7:00 AM-3:30 PM; Sat 7:00 AM-1:00 PM,41.786348,Chicago,-87.682207,Lang Exterior,[South West Side],,60636,IL,(773) 737-4500,http://www.langexterior.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
50,50,3163.3325,4430 S Kedzie Ave,,[150],"[[Retail, Food and Beverage, Beer, Wine and Spirits]]",us,contact@liquorama.net,3ca802b1-eb0b-4902-8131-6fef724d4153,(928) 758-4662,"{u'monday': [[u'8:00', u'22:00']], u'tuesday': [[u'8:00', u'22:00']], u'friday': [[u'8:00', u'23:59']], u'wednesday': [[u'8:00', u'22:00']], u'thursday': [[u'8:00', u'22:00']], u'sunday': [[u'11:00', u'21:00']], u'saturday': [[u'8:00', u'23:59']]}",Mon-Thu 8:00 AM-10:00 PM; Fri-Sat 8:00 AM-11:59 PM; Sun 11:00 AM-9:00 PM,41.812928,Chicago,-87.704362,Liquorama,[South West Side],,60632,IL,(773) 847-1166,http://www.liquorama.biz,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
51,51,5645.9478,4301 S Lake Park Ave,,[171],"[[Retail, Supermarkets and Groceries]]",us,orders@onestopfoods.com.au,4778fa02-3d23-4c5f-82ba-f90d25b97841,(361) 572-4118,"{u'monday': [[u'7:00', u'21:00']], u'tuesday': [[u'7:00', u'21:00']], u'friday': [[u'7:00', u'21:00']], u'wednesday': [[u'7:00', u'21:00']], u'thursday': [[u'7:00', u'21:00']], u'sunday': [[u'7:00', u'18:00']], u'saturday': [[u'7:00', u'21:00']]}",Mon-Sat 7:00 AM-9:00 PM; Sun 7:00 AM-6:00 PM,41.816522,Chicago,-87.598405,One Stop Food & Liqrs,"[South Side, Berkeley Cottages]",P.O. Box 53545,60653,IL,(773) 624-4444,http://onestopfoods.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
52,52,3731.2278,3130 S Canal St,,[143],"[[Retail, Fashion, Clothing and Accessories]]",us,,0388c844-57a8-4deb-b433-6f2a0f0e8b51,(808) 593-8515,"{u'monday': [[u'6:00', u'20:00']], u'tuesday': [[u'6:00', u'20:00']], u'friday': [[u'6:00', u'20:00']], u'wednesday': [[u'6:00', u'20:00']], u'thursday': [[u'6:00', u'20:00']], u'sunday': [[u'6:00', u'17:00']], u'saturday': [[u'6:00', u'19:00']]}",Mon-Fri 6:00 AM-8:00 PM; Sat 6:00 AM-7:00 PM; Sun 6:00 AM-5:00 PM,41.837809,Chicago,-87.637891,Henry's Sports & Bait,"[South Side, Bridgeport, Armour Square]",,60616,IL,(312) 225-8538,http://henryssports.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
53,53,8473.643,26 E Madison St,,[162],"[[Retail, Music, Video and DVD]]",us,bryan@reckless.com,74a45b09-8836-450f-9120-d03b1ab8d91a,,"{u'monday': [[u'10:00', u'20:00']], u'tuesday': [[u'10:00', u'20:00']], u'friday': [[u'10:00', u'20:00']], u'wednesday': [[u'10:00', u'20:00']], u'thursday': [[u'10:00', u'20:00']], u'sunday': [[u'10:00', u'19:00']], u'saturday': [[u'10:00', u'20:00']]}",Mon-Sat 10:00 AM-8:00 PM; Sun 10:00 AM-7:00 PM,41.882033,Chicago,-87.626752,Reckless Records,"[Cityfront Place, Fort Dearborn Addition, Loop]",,60602,IL,(312) 795-0878,http://www.reckless.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
54,54,8669.794,26 W Randolph St,,[171],"[[Retail, Supermarkets and Groceries]]",us,popcornadmin@garrettpopcorn.co,13de2562-1f3c-45dc-b838-bb603d9ea07e,(410) 956-7866,"{u'monday': [[u'10:00', u'20:00']], u'tuesday': [[u'10:00', u'20:00']], u'friday': [[u'10:00', u'20:00']], u'wednesday': [[u'10:00', u'20:00']], u'thursday': [[u'10:00', u'20:00']], u'sunday': [[u'11:00', u'19:00']], u'saturday': [[u'10:00', u'20:00']]}",Mon-Sat 10:00 AM-8:00 PM; Sun 11:00 AM-7:00 PM,41.884565,Chicago,-87.628873,Garrett Popcorn Shops,"[Fort Dearborn Addition, New Eastside, Loop]",,60601,IL,(312) 201-0511,http://www.garrettpopcorn.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
55,55,5118.9395,1443 W 18th St,,[130],"[[Retail, Bookstores]]",us,juanmanuel@gironbooks.com,2d1e281d-70c4-4aef-82b7-c36ff61b6fdf,,"{u'monday': [[u'10:30', u'19:00']], u'tuesday': [[u'10:30', u'19:00']], u'friday': [[u'10:30', u'19:00']], u'wednesday': [[u'10:30', u'19:00']], u'thursday': [[u'10:30', u'19:00']], u'sunday': [[u'10:30', u'19:00']], u'saturday': [[u'10:30', u'19:00']]}",Open Daily 10:30 AM-7:00 PM,41.857705,Chicago,-87.663056,Libreria Giron,"[West and Near West Side, Pilsen, Lower West Side]",,60608,IL,(312) 226-2086,http://www.gironbooks.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
56,56,420.88818,4716 S Ashland Ave,,"[145, 143]","[[Retail, Fashion, Shoes], [Retail, Fashion, Clothing and Accessories]]",us,,96cbd17e-1de2-4bba-911e-4a8c8e8b21ef,,"{u'monday': [[u'10:00', u'19:00']], u'tuesday': [[u'10:00', u'18:30']], u'friday': [[u'10:00', u'19:00']], u'wednesday': [[u'10:00', u'18:30']], u'thursday': [[u'10:00', u'19:00']], u'sunday': [[u'10:00', u'17:30']], u'saturday': [[u'10:00', u'19:00']]}",Mon 10:00 AM-7:00 PM; Tue-Wed 10:00 AM-6:30 PM; Thu-Sat 10:00 AM-7:00 PM; Sun 10:00 AM-5:30 PM,41.808102,Chicago,-87.664779,Shoe Stop,"[South West Side, Back of the Yards]",,60609,IL,(773) 523-4505,http://www.shoestop.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
57,57,6465.644,1212 W Taylor St,,[149],"[[Retail, Food and Beverage]]",us,,d07b5a8b-c7bc-4980-834f-d6d64f86e5fe,(312) 421-5441,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'sunday': [[u'10:00', u'15:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-7:00 PM; Sat 8:00 AM-5:00 PM; Sun 10:00 AM-3:00 PM,41.869498,Chicago,-87.657332,Edible Arrangements,"[West and Near West Side, Little Italy, Near West Side]",,60607,IL,(312) 421-5440,http://www.ediblearrangements.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
58,58,6474.8877,1160 W Taylor St,,[150],"[[Retail, Food and Beverage, Beer, Wine and Spirits]]",us,flavio@printersrowwine.com,624b7e71-1dca-4025-a27b-38b80ffdbade,(608) 689-2600,"{u'monday': [[u'12:00', u'22:00']], u'tuesday': [[u'12:00', u'22:00']], u'friday': [[u'12:00', u'23:59']], u'wednesday': [[u'12:00', u'22:00']], u'thursday': [[u'12:00', u'23:00']], u'sunday': [[u'12:00', u'20:00']], u'saturday': [[u'12:00', u'23:59']]}",Mon-Wed 12:00 PM-10:00 PM; Thu 12:00 PM-11:00 PM; Fri-Sat 12:00 PM-11:59 PM; Sun 12:00 PM-8:00 PM,41.869531,Chicago,-87.656757,Gentile's Wine Shop,"[Little Italy, Near West Side, West and Near West Side]",,60607,IL,(312) 850-9463,http://www.printersrowwine.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
59,59,5994.1206,1214 E 53rd St,,[150],"[[Retail, Food and Beverage, Beer, Wine and Spirits]]",us,bevcon93@ameritech.net,2889f790-4f53-4cf3-bc97-b8d28f223c86,(708) 798-5401,"{u'monday': [[u'8:00', u'23:00']], u'tuesday': [[u'8:00', u'23:00']], u'friday': [[u'8:00', u'23:59']], u'wednesday': [[u'8:00', u'23:00']], u'thursday': [[u'8:00', u'23:00']], u'sunday': [[u'11:00', u'22:00']], u'saturday': [[u'8:00', u'23:59']]}",Mon-Thu 8:00 AM-11:00 PM; Fri-Sat 8:00 AM-11:59 PM; Sun 11:00 AM-10:00 PM,41.799645,Chicago,-87.59575,Kimbark Beverage Shoppe,"[Egandale, Hyde Park, South Side]",,60615,IL,(773) 493-3355,http://www.kimbarklaundry.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
60,60,8158.034,230 S Wabash Ave,Ste 1,[133],"[[Retail, Computers and Electronics]]",us,jgkdg@worldnet.att.net,46c8a706-874c-4715-a3bc-b3d5d46bc8a9,(312) 427-1898,"{u'monday': [[u'8:30', u'17:30']], u'tuesday': [[u'8:30', u'17:30']], u'friday': [[u'8:30', u'17:30']], u'wednesday': [[u'8:30', u'17:30']], u'thursday': [[u'8:30', u'17:30']], u'saturday': [[u'8:30', u'17:00']]}",Mon-Fri 8:30 AM-5:30 PM; Sat 8:30 AM-5:00 PM,41.878715,Chicago,-87.626052,Central Camera Co.,[Loop],,60604,IL,(312) 427-5580,http://www.centralcamera.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
61,61,8916.223,222 Merchandise Mart Plz,Ste 470,[169],"[[Retail, Shopping Centers and Malls]]",us,design@theshadestore.com,93b5340b-f2f1-47c9-bce3-51db2ca0f872,(312) 527-7782,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.888546,Chicago,-87.63535,Merchandise Mart,"[Loop, Near North Side, Swede Town]",,60654,IL,(800) 677-6278,http://www.mmart.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
62,62,5494.9575,2117 S China Pl,,[151],"[[Retail, Food and Beverage, Candy Stores]]",us,cs@latituderg.com,7e5e3580-1e18-012f-0643-0030487f54d8,(386) 672-1230,"{u'monday': [[u'12:00', u'15:00'], [u'18:00', u'20:00']], u'tuesday': [[u'14:00', u'15:00'], [u'19:00', u'20:00']], u'friday': [[u'12:00', u'15:00'], [u'19:00', u'21:00']], u'wednesday': [[u'18:00', u'21:00']], u'thursday': [[u'14:00', u'20:00']], u'sunday': [[u'10:00', u'19:00']], u'saturday': [[u'9:00', u'20:00']]}","Mon 12:00 PM-3:00 PM, 6:00 PM-8:00 PM; Tue 2:00 PM-3:00 PM, 7:00 PM-8:00 PM; Wed 6:00 PM-9:00 PM; Thu 2:00 PM-8:00 PM; Fri 12:00 PM-3:00 PM, 7:00 PM-9:00 PM; Sat 9:00 AM-8:00 PM; Sun 10:00 AM-7:00 PM",41.854524,Chicago,-87.633059,Ajiichiban,"[South Side, Chinatown, Armour Square]",,60616,IL,(312) 328-9998,http://www.ajiichiban-usa.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
63,63,7393.164,47 W Polk St,Ste G2B,[126],"[[Retail, Arts and Crafts]]",us,loopyyarns@sbcglobal.net,93237a36-d936-4550-9dfe-cf2a73f9b7a8,(312) 583-9278,"{u'monday': [[u'11:00', u'19:00']], u'tuesday': [[u'11:00', u'19:00']], u'friday': [[u'11:00', u'19:00']], u'wednesday': [[u'11:00', u'19:00']], u'thursday': [[u'11:00', u'19:00']], u'sunday': [[u'12:00', u'17:00']], u'saturday': [[u'10:00', u'18:00']]}",Mon-Fri 11:00 AM-7:00 PM; Sat 10:00 AM-6:00 PM; Sun 12:00 PM-5:00 PM,41.872191,Chicago,-87.629097,Loopy Yarns,"[Printer's Row, Loop, South Loop]",,60605,IL,(312) 583-9276,http://www.loopyyarns.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
64,64,4596.412,2101 W Cermak Rd,,[171],"[[Retail, Supermarkets and Groceries]]",us,,3c7d8efa-457b-41fd-95a1-6109921f3f00,,"{u'monday': [[u'7:00', u'10:00']], u'tuesday': [[u'7:00', u'10:00']], u'friday': [[u'7:00', u'10:00']], u'wednesday': [[u'7:00', u'10:00']], u'thursday': [[u'7:00', u'10:00']], u'sunday': [[u'7:00', u'10:00']], u'saturday': [[u'7:00', u'10:00']]}",Open Daily 7:00 AM-10:00 AM,41.85202,Chicago,-87.678631,El Guero,"[West and Near West Side, Canalport, Lower West Side]",,60608,IL,(773) 247-0622,http://www.supermercadoselguero.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
65,65,2895.384,4245 S Archer Ave,,[145],"[[Retail, Fashion, Shoes]]",us,shoepalace@zoomtown.com,41c56aee-f105-4cce-8631-613b357ac6e5,,"{u'monday': [[u'10:00', u'20:00']], u'tuesday': [[u'10:00', u'20:00']], u'friday': [[u'10:00', u'20:00']], u'wednesday': [[u'10:00', u'20:00']], u'thursday': [[u'10:00', u'20:00']], u'saturday': [[u'10:00', u'20:00']]}",Mon-Sat 10:00 AM-8:00 PM,41.816285,Chicago,-87.700625,Shoe Palace,[South West Side],,60632,IL,(773) 890-5990,http://www.shoepalace.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
66,66,4810.7397,2121 W 21st St,,[123],[[Retail]],us,,4b34c52c-3ab8-4b6c-93fc-2f50530ca2a0,(580) 296-2765,"{u'monday': [[u'9:30', u'14:00']], u'tuesday': [[u'9:30', u'19:00']], u'friday': [[u'9:30', u'14:00']], u'wednesday': [[u'9:30', u'17:00']], u'thursday': [[u'9:30', u'17:00']], u'sunday': [[u'9:30', u'14:00']], u'saturday': [[u'9:30', u'14:00']]}",Mon 9:30 AM-2:00 PM; Tue 9:30 AM-7:00 PM; Wed-Thu 9:30 AM-5:00 PM; Fri-Sun 9:30 AM-2:00 PM,41.853873,Chicago,-87.679359,Textile Discount Outlet,"[Tri-taylor, Canalport, West and Near West Side]",,60608,IL,(773) 847-0572,http://megafabrics.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
67,67,8249.704,5915 S Archer Ave,# 17,"[143, 145]","[[Retail, Fashion, Clothing and Accessories], [Retail, Fashion, Shoes]]",us,support@peachesboutique.com,145834d0-4abc-478a-b11f-7881026fdd0b,,"{u'monday': [[u'12:00', u'21:00']], u'tuesday': [[u'12:00', u'21:00']], u'friday': [[u'12:00', u'21:00']], u'wednesday': [[u'12:00', u'21:00']], u'thursday': [[u'12:00', u'21:00']], u'sunday': [[u'12:00', u'17:00']], u'saturday': [[u'10:00', u'18:00']]}",Mon-Fri 12:00 PM-9:00 PM; Sat 10:00 AM-6:00 PM; Sun 12:00 PM-5:00 PM,41.795286,Chicago,-87.763279,Peaches Boutique,"[Archer Limits, Garfield Ridge]",,60638,IL,(773) 582-0102,http://www.peachesboutique.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
68,68,4889.5425,443 E 34th St,,"[171, 80]","[[Retail, Supermarkets and Groceries], [Healthcare, Pharmacies]]",us,christine.wilcox@albertsonsllc.com,8267e6b5-2ac4-42f1-ad7a-50fe89645a5d,,"{u'monday': [[u'6:00', u'23:00']], u'tuesday': [[u'6:00', u'23:00']], u'friday': [[u'6:00', u'23:00']], u'wednesday': [[u'6:00', u'23:00']], u'thursday': [[u'6:00', u'23:00']], u'sunday': [[u'6:00', u'23:00']], u'saturday': [[u'6:00', u'23:00']]}",Open Daily 6:00 AM-11:00 PM,41.832972,Chicago,-87.614562,Jewel-Osco,"[Douglas, South Side]",,60616,IL,(312) 842-0667,http://www.jewelosco.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
