,Unnamed: 0,$distance,address,address_extended,category_ids,category_labels,country,email,factual_id,fax,hours,hours_display,latitude,locality,longitude,name,neighborhood,po_box,postcode,region,tel,website
127,127,4483.7295,5335 S Western Blvd,Ste H,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,johnk@advancewheel.com,14228d37-ca40-444b-bb89-138cc68ae633,(773) 471-5724,,,41.796594,Chicago,-87.683428,Advance Wheel,[South West Side],,60609,IL,(773) 471-5734,http://www.ADVANCEWHEEL.COM
128,128,8156.105,1511 N Ashland Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,info@arandastires.com,1b3e29c4-36db-45fe-ab95-fd73b7b7146c,(773) 235-8558,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'sunday': [[u'10:00', u'15:00']], u'saturday': [[u'9:00', u'19:00']]}",Mon-Sat 9:00 AM-7:00 PM; Sun 10:00 AM-3:00 PM,41.909105,Chicago,-87.667382,Arandas Tire Repair & Rims,"[West and Near West Side, Wicker Park, West Town]",,60622,IL,(773) 252-6292,http://www.arandastires.com
129,129,9997.518,2452 N Clybourn Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,4520baf3-0a88-48f3-acd4-4d86ad4a982d,(970) 879-8406,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'8:00', u'18:00']], u'saturday': [[u'7:00', u'19:00']]}",Mon-Sat 7:00 AM-7:00 PM; Sun 8:00 AM-6:00 PM,41.926234,Chicago,-87.67105,Clybourn Express & Car Wash,"[Depaul, North Side, Bucktown]",,60614,IL,(773) 404-7200,http://www.clybournexpress.com
130,130,6227.4395,5319 S Archer Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,49045034-6d46-4c1a-9ec6-3f27951e5a7c,(773) 284-5906,"{u'monday': [[u'6:00', u'18:00']], u'tuesday': [[u'6:00', u'18:00']], u'friday': [[u'6:00', u'18:00']], u'wednesday': [[u'6:00', u'18:00']], u'thursday': [[u'6:00', u'18:00']], u'saturday': [[u'6:00', u'14:00']]}",Mon-Fri 6:00 AM-6:00 PM; Sat 6:00 AM-2:00 PM,41.799028,Chicago,-87.740107,Waratek Auto Service,"[Garfield Ridge, South West Side]",,60632,IL,(773) 284-5900,http://acdelcoau.to/yKkE
131,131,5613.5513,5012 W Cermak Rd,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,cermaktires@sbcglobal.net,d3358083-3197-456e-8c2e-1de0d0fd4521,(317) 842-0091,"{u'monday': [[u'9:00', u'18:30']], u'tuesday': [[u'9:00', u'18:30']], u'friday': [[u'9:00', u'18:30']], u'wednesday': [[u'9:00', u'18:30']], u'thursday': [[u'9:00', u'18:30']], u'sunday': [[u'9:00', u'18:30']]}",Mon-Fri 9:00 AM-6:30 PM; Sun 9:00 AM-6:30 PM,41.851369,Cicero,-87.749679,Cermak Tires,[Crawford],,60804,IL,(708) 222-3730,http://www.cermaktiresautoservice.com/
132,132,3170.8076,4411 S Archer Ave,# 15,[4],"[[Automotive, Car Dealers and Leasing]]",us,,1d6de368-2e1d-4351-b473-341882e8dda0,(602) 484-0226,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'18:00']]}",Open Daily 8:00 AM-6:00 PM,41.813039,Chicago,-87.705696,Archer Auto Sales,[South West Side],,60632,IL,(773) 247-6800,http://www.archerautosales.com
133,133,5731.815,2934 S Laramie Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,tomstevenson@afterhoursauto.com,0af322d0-726a-436a-adcd-f4ebaa546a66,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']]}",Mon-Fri 8:00 AM-6:00 PM,41.839014,Cicero,-87.753883,After Hours Auto,[Clyde],,60804,IL,(708) 652-2900,http://afterhoursauto.com
134,134,4903.064,4425 W 16th St,,[6],"[[Automotive, Car Parts and Accessories]]",us,bestvalue@ameritech.net,1db72374-3034-43c3-ad62-68a0eb3aeb07,(804) 330-3700,"{u'monday': [[u'20:00', u'23:59']], u'tuesday': [[u'00:00', u'18:00'], [u'20:00', u'23:59']], u'friday': [[u'00:00', u'18:00'], [u'20:00', u'23:59']], u'wednesday': [[u'00:00', u'18:00'], [u'20:00', u'23:59']], u'thursday': [[u'00:00', u'18:00'], [u'20:00', u'23:59']], u'sunday': [[u'00:00', u'15:00']], u'saturday': [[u'00:00', u'18:00'], [u'20:00', u'23:59']]}","Mon 8:00 PM-11:59 PM; Tue-Sat 12:00 AM-6:00 PM, 8:00 PM-11:59 PM; Sun 12:00 AM-3:00 PM",41.858642,Chicago,-87.736254,Best Value Auto Body Supply,[West and Near West Side],,60623,IL,(773) 762-1000,http://www.bestvalueautobody.com/
135,135,5986.0293,5243 S Archer Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,a6c90e14-5bbf-4f3a-aaad-c745e7102475,,"{u'monday': [[u'8:00', u'18:30']], u'tuesday': [[u'8:00', u'18:30']], u'friday': [[u'8:00', u'18:30']], u'wednesday': [[u'8:00', u'18:30']], u'thursday': [[u'8:00', u'18:30']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 8:00 AM-6:30 PM; Sat 8:00 AM-4:00 PM,41.799506,Chicago,-87.73671,Moran Body Shop,"[South West Side, West Elsdon]",,60632,IL,(773) 581-7565,
136,136,1742.7026,2617 W Cermak Rd,,[9],"[[Automotive, Maintenance and Repair]]",us,,350efac4-20bd-4640-8fe2-960c949dc25c,(866) 486-7600,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'15:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-3:00 PM,41.851828,Chicago,-87.691181,D & D Body Shop,"[West and Near West Side, Bohemian California]",,60608,IL,(773) 890-9290,
137,137,7058.1084,830 N Milwaukee Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,4eb060cb-45d1-4f7f-9e56-4d2cae73e23c,(954) 727-2221,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'7:00', u'17:00']], u'saturday': [[u'7:00', u'17:00']]}",Mon-Fri 7:00 AM-7:00 PM; Sat-Sun 7:00 AM-5:00 PM,41.896808,Chicago,-87.656563,Mufflers 4 Less,"[Greek Town, West and Near West Side, Goose Island]",,60642,IL,(312) 226-6612,
138,138,6144.0537,5345 W 25th St,,[9],"[[Automotive, Maintenance and Repair]]",us,mufflers.less@sbcglobal.net,0e224806-7516-4431-8f8b-f063801627e1,(210) 472-2240,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'8:00', u'13:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM; Sun 8:00 AM-1:00 PM,41.845438,Cicero,-87.758031,Emissions For Less,[Clyde],,60804,IL,(708) 222-0444,http://www.emissions4less.com
139,139,8197.154,3855 W Grand Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,grandautoglass@sbcglobal.net,2b1a2573-b84f-4710-ba04-db56f71b9f63,(773) 247-7551,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Sat 8:00 AM-6:00 PM,41.904791,Chicago,-87.723347,Grand Auto Glass,[West and Near West Side],,60651,IL,(773) 489-2000,http://www.grandautoglass.us
140,140,9693.364,2324 N California Ave,,"[12, 10]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube]]",us,sierratireshopchicago@gmail.com,4191f781-275b-427a-961e-26806512b0b7,(732) 235-1515,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'sunday': [[u'9:00', u'18:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Fri 8:00 AM-8:00 PM; Sat 8:00 AM-6:00 PM; Sun 9:00 AM-6:00 PM,41.923556,Chicago,-87.697564,Sierra Tire Shop,"[Maplewood, North Side, Logan Square]",,60647,IL,(773) 772-8115,http://www.sierratireshops.com/
141,141,8474.819,6208 Roosevelt Rd,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,atbtires@aol.com,16891012-9067-49be-9674-1b13291fe48e,(775) 329-7231,"{u'monday': [[u'7:00', u'17:00']], u'tuesday': [[u'7:00', u'17:00']], u'friday': [[u'7:00', u'17:00']], u'wednesday': [[u'7:00', u'17:00']], u'thursday': [[u'7:00', u'17:00']], u'saturday': [[u'7:00', u'12:00']]}",Mon-Fri 7:00 AM-5:00 PM; Sat 7:00 AM-12:00 PM,41.865638,Oak Park,-87.779523,Associated Tire & Battery Co.,,,60304,IL,(708) 383-6673,http://yahoogroups.com
142,142,5976.0933,2233 W Grand Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,performanceabc@yahoo.com,0de6189e-e43e-4bad-a534-88c95f666d01,,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.890632,Chicago,-87.682926,Performance Auto Body Center,"[West and Near West Side, West Town]",,60612,IL,(312) 829-2900,
143,143,8535.704,6545 Stanley Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,3bacb584-6e99-4c94-810f-6c4bbc7aaaf2,(708) 484-6758,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'9:00', u'16:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 9:00 AM-4:00 PM,41.83508,Berwyn,-87.787754,Deece Automotive,[Lavergne],,60402,IL,(708) 484-6588,http://acdelcoau.to/ZjMA
144,144,2197.7957,3818 S Kedzie Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,zacatecas3818@sbcglobal.net,2e56b50b-c831-423c-86cb-9632298a1170,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM,41.823778,Chicago,-87.704584,Zacatecas Auto Repair,"[Corwith, South West Side]",,60632,IL,(773) 927-2797,
145,145,9869.519,2366 N Clybourn Ave,,[10],"[[Automotive, Maintenance and Repair, Oil and Lube]]",us,customerservice@jiffylube.com,27ea4fd0-df06-012e-0d94-003048c87378,(252) 634-2611,"{u'monday': [[u'7:30', u'19:30']], u'tuesday': [[u'7:30', u'19:30']], u'friday': [[u'7:30', u'19:30']], u'wednesday': [[u'7:30', u'19:30']], u'thursday': [[u'7:30', u'19:30']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'7:00', u'19:30']]}",Mon-Fri 7:30 AM-7:30 PM; Sat 7:00 AM-7:30 PM; Sun 8:00 AM-5:00 PM,41.924923,Chicago,-87.669385,Jiffy Lube,"[West Lakeview, North Side, Depaul]",,60614,IL,(773) 281-6688,http://www.jiffylube.com/
146,146,9079.563,3244 Grove Ave,Ste 2,[9],"[[Automotive, Maintenance and Repair]]",us,capitolauto@comcast.com,7e791d04-e873-4550-b2fe-1e3668a752f7,(708) 484-4467,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.832569,Berwyn,-87.794191,Capitol Auto Body,"[South Berwyn, Lavergne]",,60402,IL,(708) 484-4445,http://www.capitol-auto-body.com
147,147,7055.064,5414 W Roosevelt Rd,,[9],"[[Automotive, Maintenance and Repair]]",us,cedric@ksiautoparts.com,05666cfa-f00f-4e65-a412-f09655755b3d,,"{u'monday': [[u'8:00', u'17:30']], u'tuesday': [[u'8:00', u'17:30']], u'friday': [[u'8:00', u'17:30']], u'wednesday': [[u'8:00', u'17:30']], u'thursday': [[u'8:00', u'17:30']], u'saturday': [[u'9:00', u'13:00']]}",Mon-Fri 8:00 AM-5:30 PM; Sat 9:00 AM-1:00 PM,41.865728,Chicago,-87.760635,Universal Auto Body Supply,[Mandell],,60644,IL,(773) 921-4444,http://www.ksiautoparts.com/
148,148,2664.0845,1358 W Cermak Rd,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,cladendorf@tiregrading.com,7cb4f3c2-f226-4bac-8122-07f1524f494c,(312) 733-7803,"{u'monday': [[u'7:00', u'16:30']], u'tuesday': [[u'7:00', u'16:30']], u'friday': [[u'7:00', u'16:30']], u'wednesday': [[u'7:00', u'16:30']], u'thursday': [[u'7:00', u'16:30']]}",Mon-Fri 7:00 AM-4:30 PM,41.852566,Chicago,-87.660414,Tire Grading Co.,"[West and Near West Side, Pilsen, Lower West Side]",,60608,IL,(312) 733-7115,http://www.tiregrading.com
149,149,9774.808,2111 W Fullerton Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,c2b15fc9-069d-49b7-bcd1-0cf05f500bd8,(336) 474-2221,"{u'monday': [[u'7:00', u'22:00']], u'tuesday': [[u'7:00', u'22:00']], u'friday': [[u'7:00', u'22:00']], u'wednesday': [[u'7:00', u'22:00']], u'thursday': [[u'7:00', u'22:00']], u'sunday': [[u'8:00', u'20:00']], u'saturday': [[u'7:00', u'22:00']]}",Mon-Sat 7:00 AM-10:00 PM; Sun 8:00 AM-8:00 PM,41.924751,Chicago,-87.680361,Express Car Wash,"[West Lakeview, Bucktown, North Side]",,60647,IL,(773) 252-7575,http://www.mycarwash.com
150,150,6723.1045,1644 W Chicago Ave,,[16],"[[Automotive, Motorcycles, Mopeds and Scooters, Sales]]",us,,5f9092a9-7636-440a-ad3a-f77a669447c0,,"{u'monday': [[u'7:00', u'15:00']], u'tuesday': [[u'7:00', u'15:00']], u'friday': [[u'7:00', u'15:00']], u'wednesday': [[u'7:00', u'15:00']], u'thursday': [[u'7:00', u'15:00']], u'sunday': [[u'8:00', u'15:00']], u'saturday': [[u'8:00', u'15:00']]}",Mon-Fri 7:00 AM-3:00 PM; Sat-Sun 8:00 AM-3:00 PM,41.896215,Chicago,-87.668978,Windy City Scooters,"[Goose Island, Greek Town, West Town]",,60622,IL,(312) 624-8126,http://www.iheartscooters.com
151,151,10138.776,2604 N Elston Ave,,"[12, 10]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube]]",us,contactus@pepboys.com,9d6d77ff-53a7-49fd-ad2c-2ff4848d8197,(630) 986-1914,"{u'monday': [[u'8:00', u'21:00']], u'tuesday': [[u'8:00', u'21:00']], u'friday': [[u'8:00', u'21:00']], u'wednesday': [[u'8:00', u'21:00']], u'thursday': [[u'8:00', u'21:00']], u'sunday': [[u'9:00', u'18:00']], u'saturday': [[u'8:00', u'20:00']]}",Mon-Fri 8:00 AM-9:00 PM; Sat 8:00 AM-8:00 PM; Sun 9:00 AM-6:00 PM,41.928082,Chicago,-87.683746,Pep Boys Auto Parts & Service,"[Bucktown, West Lakeview, North Side]",,60647,IL,(773) 395-4444,http://storelocator.pepboys.com/pepboys/stores/chicago/pep_boys_chicago/00856
152,152,7759.224,1111 W Division St,,[4],"[[Automotive, Car Dealers and Leasing]]",us,,1335a839-4f45-479a-b5ef-10465b4c92ed,,"{u'monday': [[u'7:00', u'20:00']], u'tuesday': [[u'7:00', u'20:00']], u'friday': [[u'7:00', u'20:00']], u'wednesday': [[u'7:00', u'20:00']], u'thursday': [[u'7:00', u'20:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 7:00 AM-8:00 PM; Sat 8:00 AM-4:00 PM,41.903256,Chicago,-87.655738,Mercedes Benz of Chicago Service Center,"[Goose Island, Noble Square, West and Near West Side]",,60642,IL,(312) 628-4444,http://www.mercedesbenzchicago.com
153,153,8262.162,821 N Cicero Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,bumpercity@gmail.com,1e227d45-9f41-4c77-895c-99cc1fa7b23f,(773) 287-1111,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 8:00 AM-5:00 PM; Sat 8:00 AM-1:00 PM,41.895751,Chicago,-87.745672,Bumper City Auto Body Supply Center,"[Austin, Moreland]",,60651,IL,(773) 287-3333,http://www.bumpercity.com/
154,154,3622.1626,1500 W 47th St,,[9],"[[Automotive, Maintenance and Repair]]",us,,21d99cc6-e0cd-4c88-bd8e-ccd8d21ad33e,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM,41.808797,Chicago,-87.66266,Paisano Mufflers & Brakes,[South West Side],,60609,IL,(773) 847-3440,
155,155,8716.185,6631 Ogden Ave,,"[12, 10]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube]]",us,contactus@pepboys.com,4b2afd34-6519-47a3-92b6-f2255fb4f038,,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'9:00', u'16:00']], u'saturday': [[u'7:00', u'18:00']]}",Mon-Fri 7:00 AM-7:00 PM; Sat 7:00 AM-6:00 PM; Sun 9:00 AM-4:00 PM,41.828718,Berwyn,-87.789381,Pep Boys Auto Service & Tire,"[Lavergne, Ogden Avenue District]",,60402,IL,(708) 749-3074,http://storelocator.pepboys.com/pepboys/stores/berwyn/pep_boys_berwyn/01456
156,156,1289.3152,3231 S Archer Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,0ff26b85-972e-44f8-90a7-7cee3110bfab,(541) 607-5784,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 8:00 AM-5:00 PM; Sat 8:00 AM-1:00 PM,41.835269,Chicago,-87.669346,Cambray's Auto Rebuilders,"[South West Side, Mount Pleasant]",,60608,IL,(773) 247-0973,http://www.cambraysauto.com
157,157,1880.8834,3033 S Archer Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,3540@lookingoodcarwash.com,437ed702-d794-4252-abdc-fc097186c4a2,,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'sunday': [[u'9:00', u'16:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Fri 9:00 AM-6:00 PM; Sat 8:00 AM-6:00 PM; Sun 9:00 AM-4:00 PM,41.839383,Chicago,-87.662294,Lookin' Good Car Wash,"[West and Near West Side, Locks]",,60608,IL,(773) 650-9274,http://www.lookingoodcarwash.com
158,158,6088.528,1043 W Fulton,,[9],"[[Automotive, Maintenance and Repair]]",us,,30c6e50d-b5e4-4f60-a5a6-944d44c2d710,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'9:00', u'12:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 9:00 AM-12:00 PM,41.886556,Mark,-87.653756,Aberdeen Auto Body Repair,"[Fulton Market, Carpenters Addition, West and Near West Side]",,60607,IL,(312) 666-5630,
159,159,2413.5095,2114 S Ashland Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,rdavila@davilaautoservice.com,23500ec0-d423-473d-98a1-d385a30034f0,(312) 226-8627,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'14:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-2:00 PM,41.853712,Chicago,-87.666316,Davila Auto Service,"[West and Near West Side, Pilsen, Lower West Side]",,60608,IL,(312) 226-7393,http://davilaautoservice.com
160,160,3182.3438,840 W 35th St,,[9],"[[Automotive, Maintenance and Repair]]",us,rodsautocenter@gmail.com,0033bb26-e98a-4ef2-b5ef-3b60e04d3d54,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'14:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-2:00 PM,41.830834,Chicago,-87.647216,Rod's Auto Center,[Bridgeport],,60609,IL,(773) 247-5050,http://www.rodsautocenter.com
161,161,7464.6475,1211 N California Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,mgarcia122387@yahoo.com,f6fb5bfa-a72a-4863-910a-5273a6a6684d,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-4:00 PM,41.90344,Chicago,-87.69674,Garcia's Tire & Auto Parts,"[Humboldt, West Town, West and Near West Side]",,60622,IL,(773) 252-6222,
162,162,4010.229,5059 S California Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,90d137e7-2202-4928-a1f0-d8cd3814d3cb,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'9:00', u'14:00']], u'saturday': [[u'7:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 7:00 AM-5:00 PM; Sun 9:00 AM-2:00 PM,41.801485,Chicago,-87.693863,California Mufflers & Brakes,[South West Side],,60632,IL,(773) 776-8990,
163,163,1378.568,3808 S Western Ave,,"[10, 12]","[[Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Tires]]",us,info@moneyhouse.ch,80a538b3-22ba-45b5-8b09-d842e191edb3,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon 8:00 AM-7:00 PM; Tue-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM,41.824509,Chicago,-87.685032,Oil Express,"[South Brighton, South West Side]",,60609,IL,(773) 927-5005,http://www.oilexpress.com/
164,164,2090.1047,2908 W Cermak Rd,,"[12, 10, 13]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Transmissions]]",us,,1d875add-1b8c-4324-9ba5-d5ad387715b3,,"{u'monday': [[u'7:30', u'19:00']], u'tuesday': [[u'7:30', u'19:00']], u'friday': [[u'7:30', u'19:00']], u'wednesday': [[u'7:30', u'19:00']], u'thursday': [[u'7:30', u'19:00']], u'sunday': [[u'10:00', u'16:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 7:30 AM-7:00 PM; Sat 8:00 AM-5:00 PM; Sun 10:00 AM-4:00 PM,41.851938,Chicago,-87.6999,Cermak Auto Center,"[Bohemian California, West and Near West Side]",,60623,IL,(773) 277-4490,http://www.cermakautocenter.com/
165,165,1710.956,2840 S Kedzie Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,f6f571c5-da1e-452f-a4a7-1ed5e6f0d50e,,"{u'monday': [[u'10:00', u'17:00']], u'tuesday': [[u'10:00', u'17:00']], u'friday': [[u'10:00', u'17:00']], u'wednesday': [[u'10:00', u'17:00']], u'thursday': [[u'10:00', u'17:00']]}",Mon-Fri 10:00 AM-5:00 PM,41.839741,Chicago,-87.705052,Magic Car Wash,"[West and Near West Side, South Lawndale]",,60623,IL,(773) 376-6244,
166,166,8143.3716,6330 S Cicero Ave,,[10],"[[Automotive, Maintenance and Repair, Oil and Lube]]",us,art@oilexpress.com,4ec6b5b0-bed9-44db-b257-3ff8f4090712,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM,41.777636,Chicago,-87.742465,Oil Express,"[West Lawn, Clearing]",,60638,IL,(773) 582-6656,http://www.oilexpress.com/
167,167,8350.716,1661 N Milwaukee Ave,,"[10, 13]","[[Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Transmissions]]",us,,3a656b75-01fd-461a-9883-f9a2c7fada75,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'saturday': [[u'8:00', u'15:00']]}",Mon-Fri 8:00 AM-7:00 PM; Sat 8:00 AM-3:00 PM,41.911904,Chicago,-87.679532,Won's Auto Werks,"[Bucktown, West and Near West Side, Wicker Park]",,60647,IL,(773) 252-2576,http://www.wonsautowerks.com
